,#Gc,logAge,[M/H],m_ini,logL,logTe,logg,m-M0,Av,m2/m1,mbol,TESS,J,H,Ks,Mact
10087,3,10.07,-1.43,0.54641,-0.951,3.683,4.803,14.3,0.038,0.0,21.447,20.88,20.068,19.574,19.474,0.546
10088,3,10.07,-1.43,0.64851,-0.549,3.736,4.688,14.3,0.038,0.0,20.442,19.918,19.272,18.892,18.827,0.649
10089,3,10.07,-1.43,0.62441,-0.647,3.723,4.717,14.5,0.038,0.0,20.886,20.341,19.659,19.254,19.181,0.624
10090,3,10.07,-1.43,0.58413,-0.805,3.702,4.762,14.6,0.038,0.0,21.382,20.818,20.07,19.62,19.533,0.584
10091,3,10.07,-1.43,0.68453,-0.401,3.755,4.639,14.6,0.038,0.0,20.373,19.883,19.289,18.942,18.889,0.685
10092,3,10.07,-1.43,0.57064,-0.856,3.695,4.776,14.6,0.038,0.0,21.51,20.944,20.173,19.708,19.616,0.571
10093,3,10.07,-1.43,0.76938,-0.009,3.796,4.465,14.6,0.038,0.0,19.393,19.0,18.514,18.24,18.209,0.769
10094,3,10.07,-1.43,0.62789,-0.632,3.725,4.713,14.6,0.038,0.0,20.951,20.407,19.731,19.33,19.258,0.628
10095,3,10.07,-1.43,0.6541,-0.526,3.739,4.681,14.7,0.038,0.0,20.785,20.266,19.629,19.253,19.191,0.654
10096,3,10.07,-1.43,0.68857,-0.384,3.757,4.634,14.7,0.038,0.0,20.431,19.946,19.358,19.014,18.963,0.689
10097,3,10.07,-1.43,0.7986,0.166,3.81,4.358,14.8,0.038,0.0,19.154,18.79,18.339,18.092,18.066,0.799
10098,3,10.07,-1.43,0.61353,-0.69,3.717,4.73,14.8,0.038,0.0,21.296,20.745,20.045,19.627,19.55,0.614
10099,3,10.07,-1.43,0.6719,-0.453,3.748,4.657,14.8,0.038,0.0,20.704,20.2,19.589,19.231,19.174,0.672
10100,3,10.07,-1.43,0.77452,0.019,3.799,4.45,14.9,0.038,0.0,19.623,19.236,18.756,18.487,18.458,0.775
10101,3,10.07,-1.43,0.63811,-0.591,3.73,4.701,14.9,0.038,0.0,21.148,20.613,19.952,19.562,19.493,0.638
10102,3,10.07,-1.43,0.68911,-0.382,3.757,4.633,14.9,0.038,0.0,20.626,20.141,19.553,19.21,19.159,0.689
10103,3,10.07,-1.43,0.82884,0.41,3.817,4.159,15.0,0.038,0.0,18.746,18.394,17.964,17.735,17.709,0.829
10104,3,10.07,-1.43,0.68166,-0.413,3.753,4.643,15.0,0.038,0.0,20.803,20.31,19.712,19.362,19.309,0.682
10105,3,10.07,-1.43,0.83043,0.426,3.817,4.144,15.2,0.038,0.0,18.906,18.554,18.124,17.894,17.869,0.83
10106,3,10.07,-1.43,0.7681,-0.016,3.796,4.469,15.3,0.038,0.0,20.111,19.716,19.228,18.953,18.922,0.768
10107,3,10.07,-1.43,0.66167,-0.495,3.743,4.671,15.5,0.038,0.0,21.508,20.996,20.369,20.002,19.941,0.662
10108,3,10.07,-1.43,0.75628,-0.08,3.79,4.503,15.5,0.038,0.0,20.47,20.063,19.56,19.274,19.241,0.756
10109,3,10.07,-1.43,0.77414,0.017,3.799,4.451,16.1,0.038,0.0,20.829,20.44,19.96,19.69,19.661,0.774
10110,3,10.07,-1.41,0.82866,0.407,3.816,4.159,12.4,0.038,0.0,16.154,15.799,15.368,15.137,15.111,0.829
10111,3,10.07,-1.41,0.54532,-0.957,3.681,4.803,13.4,0.038,0.0,20.562,19.994,19.178,18.68,18.58,0.545
10112,3,10.07,-1.41,0.72309,-0.239,3.773,4.576,13.6,0.038,0.0,18.968,18.519,17.974,17.659,17.617,0.723
10113,3,10.07,-1.41,0.65005,-0.545,3.736,4.686,13.9,0.038,0.0,20.032,19.507,18.862,18.482,18.417,0.65
10114,3,10.07,-1.41,0.82389,0.36,3.816,4.206,14.0,0.038,0.0,17.871,17.519,17.088,16.857,16.832,0.824
10115,3,10.07,-1.41,0.84635,0.662,3.765,3.71,14.1,0.038,0.0,17.215,16.754,16.183,15.848,15.806,0.846
10116,3,10.07,-1.41,0.71137,-0.29,3.768,4.597,14.1,0.038,0.0,19.595,19.134,18.574,18.248,18.203,0.711
10117,3,10.07,-1.41,0.5346,-0.995,3.677,4.816,14.2,0.038,0.0,21.458,20.889,20.059,19.551,19.448,0.535
10118,3,10.07,-1.41,0.80132,0.184,3.81,4.344,14.2,0.038,0.0,18.509,18.145,17.696,17.451,17.425,0.801
10119,3,10.07,-1.41,0.54432,-0.96,3.681,4.805,14.3,0.038,0.0,21.471,20.903,20.086,19.587,19.486,0.544
10120,3,10.07,-1.41,0.8401,0.547,3.803,3.973,14.3,0.038,0.0,17.702,17.318,16.852,16.596,16.567,0.84
10121,3,10.07,-1.41,0.60864,-0.712,3.713,4.734,14.3,0.038,0.0,20.85,20.296,19.585,19.159,19.08,0.609
10122,3,10.07,-1.41,0.57889,-0.827,3.698,4.766,14.3,0.038,0.0,21.137,20.571,19.812,19.353,19.264,0.579
10123,3,10.07,-1.41,0.61658,-0.68,3.718,4.725,14.4,0.038,0.0,20.87,20.32,19.622,19.206,19.13,0.617
10124,3,10.07,-1.41,0.78136,0.057,3.802,4.426,14.6,0.038,0.0,19.226,18.843,18.371,18.108,18.079,0.781
10125,3,10.07,-1.41,0.74762,-0.124,3.786,4.524,14.6,0.038,0.0,19.68,19.261,18.747,18.453,18.418,0.748
10126,3,10.07,-1.41,0.72948,-0.211,3.777,4.565,14.6,0.038,0.0,19.898,19.457,18.92,18.61,18.57,0.729
10127,3,10.07,-1.41,0.82537,0.374,3.816,4.191,14.6,0.038,0.0,18.435,18.082,17.651,17.42,17.394,0.825
10128,3,10.07,-1.41,0.82736,0.394,3.816,4.172,14.6,0.038,0.0,18.386,18.032,17.6,17.37,17.344,0.827
10129,3,10.07,-1.41,0.62838,-0.632,3.724,4.712,15.1,0.038,0.0,21.451,20.907,20.229,19.827,19.755,0.628
10130,3,10.07,-1.41,0.67568,-0.44,3.75,4.652,15.5,0.038,0.0,21.37,20.868,20.261,19.905,19.849,0.676
10131,3,10.07,-1.41,0.74192,-0.153,3.783,4.538,15.7,0.038,0.0,20.852,20.426,19.905,19.605,19.569,0.742
10132,3,10.07,-1.41,0.71551,-0.272,3.77,4.59,15.8,0.038,0.0,21.25,20.793,20.239,19.917,19.873,0.716
10133,3,10.07,-1.41,0.75839,-0.07,3.791,4.497,16.4,0.038,0.0,21.344,20.937,20.436,20.152,20.119,0.758
10134,3,10.07,-1.39,0.71467,-0.277,3.769,4.591,13.0,0.038,0.0,18.463,18.004,17.447,17.124,17.08,0.715
10135,3,10.07,-1.39,0.53679,-0.989,3.677,4.812,13.4,0.038,0.0,20.643,20.075,19.245,18.735,18.632,0.537
10136,3,10.07,-1.39,0.76064,-0.058,3.792,4.489,13.7,0.038,0.0,18.614,18.207,17.709,17.426,17.394,0.761
10137,3,10.07,-1.39,0.54431,-0.963,3.68,4.804,13.7,0.038,0.0,20.876,20.309,19.488,18.985,18.885,0.544
10138,3,10.07,-1.39,0.62567,-0.645,3.722,4.714,13.8,0.038,0.0,20.183,19.637,18.952,18.545,18.472,0.626
10139,3,10.07,-1.39,0.67931,-0.427,3.751,4.647,13.8,0.038,0.0,19.637,19.137,18.534,18.181,18.126,0.679
10140,3,10.07,-1.39,0.54655,-0.955,3.681,4.801,13.9,0.038,0.0,21.056,20.489,19.671,19.17,19.07,0.547
10141,3,10.07,-1.39,0.54986,-0.943,3.682,4.797,14.0,0.038,0.0,21.127,20.559,19.746,19.248,19.149,0.55
10142,3,10.07,-1.39,0.5949,-0.768,3.705,4.749,14.0,0.038,0.0,20.691,20.13,19.393,18.949,18.865,0.595
10143,3,10.07,-1.39,0.65107,-0.543,3.736,4.684,14.2,0.038,0.0,20.326,19.801,19.156,18.775,18.711,0.651
10144,3,10.07,-1.39,0.65692,-0.519,3.739,4.677,14.3,0.038,0.0,20.367,19.846,19.21,18.835,18.773,0.657
10145,3,10.07,-1.39,0.68591,-0.399,3.754,4.637,14.4,0.038,0.0,20.168,19.676,19.082,18.735,18.682,0.686
10146,3,10.07,-1.39,0.57795,-0.833,3.697,4.766,14.4,0.038,0.0,21.251,20.685,19.921,19.458,19.369,0.578
10147,3,10.07,-1.39,0.77164,0.002,3.797,4.457,14.5,0.038,0.0,19.265,18.871,18.386,18.113,18.083,0.772
10148,3,10.07,-1.39,0.72713,-0.223,3.775,4.569,14.5,0.038,0.0,19.828,19.382,18.842,18.529,18.489,0.727
10149,3,10.07,-1.39,0.82382,0.358,3.816,4.204,14.5,0.038,0.0,18.374,18.019,17.586,17.355,17.329,0.824
10150,3,10.07,-1.39,0.61531,-0.687,3.716,4.726,14.6,0.038,0.0,21.088,20.536,19.834,19.414,19.338,0.615
10151,3,10.07,-1.39,0.60175,-0.742,3.709,4.741,14.6,0.038,0.0,21.225,20.667,19.941,19.505,19.423,0.602
10152,3,10.07,-1.39,0.81578,0.287,3.815,4.268,14.6,0.038,0.0,18.653,18.297,17.862,17.628,17.603,0.816
10153,3,10.07,-1.39,0.61613,-0.684,3.717,4.725,14.7,0.038,0.0,21.18,20.629,19.928,19.509,19.432,0.616
10154,3,10.07,-1.39,0.66483,-0.486,3.743,4.667,14.8,0.038,0.0,20.786,20.273,19.648,19.281,19.222,0.665
10155,3,10.07,-1.39,0.63577,-0.605,3.728,4.703,14.8,0.038,0.0,21.081,20.542,19.874,19.477,19.408,0.636
10156,3,10.07,-1.39,0.75192,-0.103,3.787,4.513,15.4,0.038,0.0,20.428,20.011,19.502,19.211,19.177,0.752
10157,3,10.07,-1.39,0.77487,0.019,3.798,4.447,15.5,0.038,0.0,20.221,19.83,19.35,19.079,19.05,0.775
10158,3,10.07,-1.35,0.42845,-1.337,3.645,4.932,13.3,0.038,0.0,21.412,20.849,19.915,19.355,19.224,0.428
10159,3,10.07,-1.35,0.82491,0.371,3.814,4.185,13.5,0.038,0.0,17.342,16.981,16.545,16.311,16.285,0.825
10160,3,10.07,-1.35,0.54278,-0.972,3.678,4.803,13.8,0.038,0.0,21.0,20.433,19.604,19.093,18.992,0.543
10161,3,10.07,-1.35,0.5245,-1.037,3.671,4.825,13.8,0.038,0.0,21.163,20.596,19.743,19.218,19.112,0.524
10162,3,10.07,-1.35,0.62456,-0.654,3.72,4.714,13.9,0.038,0.0,20.304,19.755,19.064,18.651,18.578,0.625
10163,3,10.07,-1.35,0.52561,-1.033,3.671,4.823,14.0,0.038,0.0,21.353,20.786,19.935,19.41,19.304,0.526
10164,3,10.07,-1.35,0.60416,-0.736,3.709,4.737,14.2,0.038,0.0,20.81,20.252,19.525,19.087,19.006,0.604
10165,3,10.07,-1.35,0.71748,-0.268,3.77,4.586,14.3,0.038,0.0,19.739,19.279,18.725,18.403,18.36,0.717
10166,3,10.07,-1.35,0.74942,-0.115,3.786,4.516,14.4,0.038,0.0,19.458,19.035,18.522,18.228,18.193,0.749
10167,3,10.07,-1.35,0.62089,-0.669,3.718,4.718,14.4,0.038,0.0,20.841,20.291,19.593,19.176,19.101,0.621
10168,3,10.07,-1.35,0.6748,-0.448,3.748,4.653,14.5,0.038,0.0,20.391,19.884,19.272,18.913,18.856,0.675
10169,3,10.07,-1.35,0.78473,0.078,3.802,4.408,14.6,0.038,0.0,19.176,18.79,18.32,18.058,18.029,0.785
10170,3,10.07,-1.35,0.63361,-0.617,3.725,4.704,14.6,0.038,0.0,20.912,20.368,19.693,19.291,19.221,0.634
10171,3,10.07,-1.35,0.62142,-0.666,3.718,4.718,14.7,0.038,0.0,21.136,20.585,19.889,19.472,19.398,0.621
10172,3,10.07,-1.35,0.65147,-0.544,3.735,4.683,14.8,0.038,0.0,20.931,20.402,19.755,19.372,19.308,0.651
10173,3,10.07,-1.35,0.60051,-0.751,3.707,4.741,14.9,0.038,0.0,21.547,20.987,20.254,19.811,19.729,0.601
10174,3,10.07,-1.35,0.59956,-0.755,3.706,4.742,14.9,0.038,0.0,21.557,20.996,20.261,19.817,19.735,0.6
10175,3,10.07,-1.35,0.73317,-0.195,3.778,4.554,15.0,0.038,0.0,20.256,19.814,19.281,18.973,18.934,0.733
10176,3,10.07,-1.35,0.63929,-0.594,3.728,4.697,15.0,0.038,0.0,21.255,20.715,20.049,19.654,19.585,0.639
10177,3,10.07,-1.35,0.79298,0.13,3.805,4.374,15.0,0.038,0.0,19.446,19.068,18.607,18.352,18.325,0.793
10178,3,10.07,-1.35,0.67112,-0.464,3.746,4.658,15.0,0.038,0.0,20.929,20.419,19.801,19.439,19.381,0.671
10179,3,10.07,-1.35,0.66981,-0.469,3.745,4.66,15.1,0.038,0.0,21.043,20.531,19.912,19.548,19.49,0.67
10180,3,10.07,-1.35,0.82095,0.332,3.814,4.223,15.1,0.038,0.0,19.04,18.68,18.244,18.01,17.984,0.821
10181,3,10.07,-1.35,0.85371,1.569,3.71,2.588,15.2,0.038,0.0,16.047,15.504,14.768,14.306,14.242,0.854
10182,3,10.07,-1.35,0.82653,0.387,3.814,4.169,15.6,0.038,0.0,19.402,19.04,18.604,18.37,18.344,0.827
10183,3,10.07,-1.35,0.79504,0.142,3.806,4.366,16.4,0.038,0.0,20.814,20.437,19.979,19.726,19.698,0.795
10184,3,10.07,-1.33,0.45064,-1.278,3.648,4.908,12.7,0.038,0.0,20.665,20.102,19.177,18.616,18.489,0.451
10185,3,10.07,-1.33,0.43988,-1.308,3.646,4.919,13.0,0.038,0.0,21.039,20.477,19.546,18.984,18.855,0.44
10186,3,10.07,-1.33,0.56905,-0.873,3.69,4.772,13.6,0.038,0.0,20.551,19.985,19.196,18.713,18.621,0.569
10187,3,10.07,-1.33,0.81207,0.261,3.812,4.28,14.1,0.038,0.0,18.219,17.853,17.41,17.171,17.145,0.812
10188,3,10.07,-1.33,0.56102,-0.904,3.686,4.781,14.2,0.038,0.0,21.229,20.662,19.86,19.367,19.272,0.561
10189,3,10.07,-1.33,0.66646,-0.484,3.743,4.664,14.3,0.038,0.0,20.28,19.764,19.139,18.771,18.712,0.666
10190,3,10.07,-1.33,0.68114,-0.423,3.751,4.644,14.4,0.038,0.0,20.228,19.725,19.122,18.768,18.714,0.681
10191,3,10.07,-1.33,0.63793,-0.601,3.727,4.698,14.5,0.038,0.0,20.773,20.231,19.561,19.162,19.094,0.638
10192,3,10.07,-1.33,0.70499,-0.322,3.763,4.607,14.6,0.038,0.0,20.175,19.7,19.129,18.796,18.749,0.705
10193,3,10.07,-1.33,0.78207,0.063,3.8,4.415,14.6,0.038,0.0,19.213,18.822,18.348,18.084,18.055,0.782
10194,3,10.07,-1.33,0.71123,-0.295,3.766,4.596,14.7,0.038,0.0,20.208,19.739,19.177,18.849,18.804,0.711
10195,3,10.07,-1.33,0.79944,0.173,3.807,4.342,14.8,0.038,0.0,19.137,18.761,18.306,18.057,18.03,0.799
10196,3,10.07,-1.33,0.74967,-0.113,3.785,4.514,15.0,0.038,0.0,20.053,19.628,19.115,18.822,18.787,0.75
10197,3,10.07,-1.33,0.70247,-0.333,3.762,4.611,15.1,0.038,0.0,20.702,20.224,19.649,19.315,19.267,0.702
10198,3,10.07,-1.33,0.65462,-0.533,3.736,4.678,15.2,0.038,0.0,21.302,20.775,20.132,19.751,19.688,0.655
10199,3,10.07,-1.33,0.64004,-0.592,3.728,4.696,15.2,0.038,0.0,21.451,20.911,20.245,19.848,19.78,0.64
10200,3,10.07,-1.33,0.85073,1.038,3.727,3.183,15.2,0.038,0.0,17.375,16.849,16.165,15.745,15.688,0.851
10201,3,10.07,-1.33,0.72759,-0.22,3.775,4.564,15.7,0.038,0.0,21.02,20.57,20.029,19.716,19.676,0.728
10202,3,10.07,-1.33,0.81715,0.301,3.813,4.247,15.9,0.038,0.0,19.917,19.553,19.115,18.878,18.852,0.817
10203,3,10.07,-1.33,0.82073,0.333,3.814,4.219,16.0,0.038,0.0,19.937,19.575,19.137,18.902,18.876,0.821
10204,3,10.07,-1.33,0.74952,-0.114,3.785,4.514,16.3,0.038,0.0,21.355,20.93,20.417,20.124,20.089,0.75
10205,3,10.07,-1.31,0.36711,-1.506,3.633,4.986,12.5,0.038,0.0,21.035,20.474,19.505,18.94,18.795,0.367
10206,3,10.07,-1.31,0.40869,-1.395,3.639,4.948,12.9,0.038,0.0,21.158,20.597,19.646,19.081,18.945,0.409
10207,3,10.07,-1.31,0.5315,-1.016,3.672,4.814,13.4,0.038,0.0,20.711,20.144,19.294,18.768,18.663,0.531
10208,3,10.07,-1.31,0.5969,-0.769,3.703,4.742,13.7,0.038,0.0,20.392,19.828,19.084,18.632,18.549,0.597
10209,3,10.07,-1.31,0.56363,-0.895,3.687,4.777,13.8,0.038,0.0,20.808,20.241,19.44,18.948,18.853,0.564
10210,3,10.07,-1.31,0.70094,-0.34,3.761,4.613,13.8,0.038,0.0,19.419,18.938,18.361,18.024,17.976,0.701
10211,3,10.07,-1.31,0.64483,-0.574,3.731,4.69,13.9,0.038,0.0,20.106,19.569,18.909,18.516,18.45,0.645
10212,3,10.07,-1.31,0.59914,-0.76,3.705,4.74,14.0,0.038,0.0,20.67,20.108,19.367,18.918,18.835,0.599
10213,3,10.07,-1.31,0.8047,0.21,3.809,4.314,14.1,0.038,0.0,18.344,17.971,17.52,17.274,17.247,0.805
10214,3,10.07,-1.31,0.8415,0.585,3.784,3.862,14.1,0.038,0.0,17.407,16.979,16.463,16.17,16.135,0.842
10215,3,10.07,-1.31,0.7261,-0.226,3.774,4.566,14.1,0.038,0.0,19.436,18.983,18.439,18.125,18.084,0.726
10216,3,10.07,-1.31,0.56011,-0.909,3.685,4.781,14.3,0.038,0.0,21.344,20.777,19.969,19.472,19.376,0.56
10217,3,10.07,-1.31,0.6392,-0.597,3.727,4.696,14.4,0.038,0.0,20.663,20.121,19.452,19.053,18.985,0.639
10218,3,10.07,-1.31,0.59297,-0.784,3.701,4.747,14.5,0.038,0.0,21.229,20.664,19.913,19.457,19.373,0.593
10219,3,10.07,-1.31,0.7967,0.157,3.806,4.351,14.6,0.038,0.0,18.978,18.599,18.14,17.887,17.859,0.797
10220,3,10.07,-1.31,0.78687,0.094,3.802,4.393,14.6,0.038,0.0,19.135,18.747,18.277,18.016,17.988,0.787
10221,3,10.07,-1.31,0.66717,-0.482,3.743,4.662,14.6,0.038,0.0,20.576,20.059,19.434,19.065,19.007,0.667
10222,3,10.07,-1.31,0.68152,-0.422,3.751,4.643,14.7,0.038,0.0,20.525,20.022,19.418,19.065,19.011,0.682
10223,3,10.07,-1.31,0.78925,0.109,3.803,4.383,14.9,0.038,0.0,19.398,19.012,18.545,18.286,18.258,0.789
10224,3,10.07,-1.31,0.70354,-0.328,3.762,4.608,14.9,0.038,0.0,20.491,20.013,19.439,19.105,19.058,0.704
10225,3,10.07,-1.31,0.82664,0.394,3.812,4.156,15.0,0.038,0.0,18.785,18.418,17.978,17.741,17.714,0.827
10226,3,10.07,-1.31,0.63509,-0.614,3.725,4.701,15.1,0.038,0.0,21.405,20.859,20.183,19.78,19.711,0.635
10227,3,10.07,-1.31,0.67736,-0.44,3.749,4.648,15.1,0.038,0.0,20.969,20.461,19.852,19.494,19.438,0.677
10228,3,10.07,-1.31,0.75995,-0.058,3.79,4.483,15.2,0.038,0.0,20.115,19.701,19.2,18.915,18.883,0.76
10229,3,10.07,-1.31,0.76621,-0.025,3.793,4.465,15.2,0.038,0.0,20.032,19.624,19.131,18.852,18.82,0.766
10230,3,10.07,-1.31,0.7254,-0.23,3.773,4.567,15.4,0.038,0.0,20.744,20.29,19.746,19.431,19.39,0.725
10231,3,10.07,-1.31,0.68118,-0.424,3.751,4.643,15.5,0.038,0.0,21.329,20.825,20.221,19.867,19.813,0.681
10232,3,10.07,-1.31,0.79687,0.158,3.806,4.351,15.7,0.038,0.0,20.076,19.696,19.237,18.985,18.957,0.797
10233,3,10.07,-1.31,0.79285,0.131,3.804,4.369,16.3,0.038,0.0,20.742,20.359,19.896,19.64,19.612,0.793
10234,3,10.07,-1.31,0.84639,0.699,3.745,3.591,16.6,0.038,0.0,19.622,19.12,18.492,18.113,18.063,0.846
10235,3,10.07,-1.29,0.47921,-1.195,3.654,4.874,12.9,0.038,0.0,20.656,20.094,19.184,18.625,18.506,0.479
10236,3,10.07,-1.29,0.48693,-1.171,3.656,4.865,13.3,0.038,0.0,20.997,20.434,19.531,18.974,18.857,0.487
10237,3,10.07,-1.29,0.62128,-0.672,3.717,4.716,13.5,0.038,0.0,19.95,19.397,18.694,18.271,18.197,0.621
10238,3,10.07,-1.29,0.73566,-0.18,3.778,4.544,13.7,0.038,0.0,18.92,18.477,17.946,17.64,17.602,0.736
10239,3,10.07,-1.29,0.58715,-0.808,3.698,4.752,14.0,0.038,0.0,20.79,20.223,19.46,18.994,18.907,0.587
10240,3,10.07,-1.29,0.74627,-0.128,3.783,4.518,14.1,0.038,0.0,19.189,18.758,18.24,17.943,17.907,0.746
10241,3,10.07,-1.29,0.67525,-0.449,3.747,4.651,14.1,0.038,0.0,19.992,19.482,18.868,18.508,18.452,0.675
10242,3,10.07,-1.29,0.72996,-0.207,3.775,4.556,14.2,0.038,0.0,19.487,19.037,18.499,18.188,18.148,0.73
10243,3,10.07,-1.29,0.71254,-0.288,3.767,4.591,14.3,0.038,0.0,19.789,19.319,18.758,18.432,18.387,0.713
10244,3,10.07,-1.29,0.59171,-0.79,3.7,4.747,14.3,0.038,0.0,21.046,20.48,19.724,19.264,19.179,0.592
10245,3,10.07,-1.29,0.81598,0.298,3.812,4.244,14.4,0.038,0.0,18.425,18.057,17.615,17.375,17.349,0.816
10246,3,10.07,-1.29,0.64176,-0.588,3.728,4.693,14.4,0.038,0.0,20.64,20.099,19.433,19.036,18.968,0.642
10247,3,10.07,-1.29,0.65296,-0.542,3.735,4.68,14.5,0.038,0.0,20.625,20.094,19.446,19.061,18.997,0.653
10248,3,10.07,-1.29,0.62389,-0.662,3.718,4.713,14.5,0.038,0.0,20.924,20.372,19.674,19.254,19.18,0.624
10249,3,10.07,-1.29,0.69134,-0.381,3.756,4.628,14.6,0.038,0.0,20.322,19.829,19.239,18.894,18.843,0.691
10250,3,10.07,-1.29,0.60283,-0.747,3.706,4.735,14.6,0.038,0.0,21.238,20.677,19.94,19.493,19.411,0.603
10251,3,10.07,-1.29,0.66902,-0.475,3.744,4.66,15.0,0.038,0.0,20.958,20.442,19.819,19.452,19.393,0.669
10252,3,10.07,-1.29,0.80803,0.236,3.81,4.294,15.1,0.038,0.0,19.281,18.908,18.46,18.216,18.189,0.808
10253,3,10.07,-1.29,0.69926,-0.347,3.76,4.615,15.1,0.038,0.0,20.737,20.253,19.673,19.335,19.286,0.699
10254,3,10.07,-1.29,0.80201,0.194,3.807,4.323,15.4,0.038,0.0,19.685,19.307,18.853,18.604,18.577,0.802
10255,3,10.07,-1.29,0.80826,0.237,3.81,4.292,16.9,0.038,0.0,21.076,20.704,20.256,20.012,19.986,0.808
10256,3,10.07,-1.27,0.53777,-0.998,3.673,4.805,13.4,0.038,0.0,20.666,20.1,19.251,18.723,18.621,0.538
10257,3,10.07,-1.27,0.63728,-0.609,3.725,4.697,13.6,0.038,0.0,19.893,19.346,18.67,18.265,18.196,0.637
10258,3,10.07,-1.27,0.53996,-0.991,3.674,4.802,13.9,0.038,0.0,21.147,20.58,19.734,19.208,19.106,0.54
10259,3,10.07,-1.27,0.78476,0.079,3.8,4.399,13.9,0.038,0.0,18.473,18.078,17.604,17.339,17.31,0.785
10260,3,10.07,-1.27,0.68561,-0.408,3.752,4.636,13.9,0.038,0.0,19.689,19.187,18.587,18.236,18.183,0.686
10261,3,10.07,-1.27,0.69575,-0.364,3.757,4.62,14.0,0.038,0.0,19.681,19.19,18.605,18.262,18.212,0.696
10262,3,10.07,-1.27,0.71428,-0.282,3.767,4.587,14.4,0.038,0.0,19.876,19.405,18.845,18.519,18.474,0.714
10263,3,10.07,-1.27,0.7071,-0.314,3.763,4.601,14.5,0.038,0.0,20.056,19.578,19.008,18.675,18.629,0.707
10264,3,10.07,-1.27,0.61969,-0.681,3.715,4.716,14.6,0.038,0.0,21.074,20.519,19.81,19.382,19.306,0.62
10265,3,10.07,-1.27,0.69132,-0.383,3.755,4.627,14.8,0.038,0.0,20.529,20.033,19.441,19.095,19.043,0.691
10266,3,10.07,-1.27,0.80601,0.218,3.808,4.304,14.9,0.038,0.0,19.126,18.748,18.296,18.048,18.021,0.806
10267,3,10.07,-1.27,0.62539,-0.658,3.718,4.71,14.9,0.038,0.0,21.315,20.763,20.065,19.644,19.571,0.625
10268,3,10.07,-1.27,0.80822,0.233,3.808,4.292,15.1,0.038,0.0,19.287,18.911,18.46,18.215,18.188,0.808
10269,3,10.07,-1.27,0.71917,-0.26,3.769,4.578,15.3,0.038,0.0,20.719,20.255,19.701,19.379,19.336,0.719
10270,3,10.07,-1.25,0.7855,0.074,3.799,4.4,12.1,0.038,0.0,16.684,16.285,15.809,15.543,15.514,0.785
10271,3,10.07,-1.25,0.41888,-1.37,3.639,4.934,12.6,0.038,0.0,20.796,20.236,19.283,18.712,18.578,0.419
10272,3,10.07,-1.25,0.45664,-1.268,3.647,4.899,13.1,0.038,0.0,21.04,20.479,19.548,18.978,18.853,0.457
10273,3,10.07,-1.25,0.54339,-0.981,3.674,4.797,13.8,0.038,0.0,21.023,20.456,19.612,19.085,18.984,0.543
10274,3,10.07,-1.25,0.80479,0.199,3.806,4.315,13.9,0.038,0.0,18.173,17.791,17.334,17.084,17.056,0.805
10275,3,10.07,-1.25,0.6157,-0.702,3.711,4.72,14.0,0.038,0.0,20.524,19.966,19.246,18.809,18.732,0.616
10276,3,10.07,-1.25,0.84855,0.739,3.736,3.518,14.1,0.038,0.0,17.023,16.507,15.853,15.456,15.402,0.849
10277,3,10.07,-1.25,0.76673,-0.032,3.791,4.464,14.2,0.038,0.0,19.049,18.633,18.136,17.854,17.822,0.767
10278,3,10.07,-1.25,0.78459,0.069,3.798,4.403,14.3,0.038,0.0,18.897,18.498,18.02,17.754,17.724,0.785
10279,3,10.07,-1.25,0.6271,-0.655,3.718,4.708,14.3,0.038,0.0,20.708,20.155,19.456,19.034,18.961,0.627
10280,3,10.07,-1.25,0.78466,0.07,3.798,4.403,14.3,0.038,0.0,18.896,18.497,18.02,17.753,17.723,0.785
10281,3,10.07,-1.25,0.69205,-0.385,3.754,4.626,14.4,0.038,0.0,20.133,19.635,19.041,18.693,18.642,0.692
10282,3,10.07,-1.25,0.59562,-0.782,3.7,4.741,14.5,0.038,0.0,21.226,20.659,19.903,19.44,19.356,0.596
10283,3,10.07,-1.25,0.63144,-0.637,3.72,4.703,15.0,0.038,0.0,21.363,20.813,20.121,19.706,19.634,0.631
10284,3,10.07,-1.25,0.75514,-0.092,3.786,4.496,15.5,0.038,0.0,20.5,20.072,19.56,19.269,19.234,0.755
10285,3,10.07,-1.25,0.84187,0.561,3.786,3.892,15.8,0.038,0.0,19.167,18.739,18.228,17.939,17.905,0.842
10286,3,10.07,-1.21,0.55037,-0.962,3.675,4.788,12.5,0.038,0.0,19.675,19.108,18.266,17.738,17.64,0.55
10287,3,10.07,-1.21,0.46993,-1.231,3.649,4.883,13.4,0.038,0.0,21.247,20.687,19.76,19.188,19.067,0.47
10288,3,10.07,-1.21,0.50338,-1.127,3.658,4.844,13.7,0.038,0.0,21.287,20.726,19.827,19.267,19.154,0.503
10289,3,10.07,-1.21,0.76931,-0.032,3.79,4.461,13.9,0.038,0.0,18.751,18.33,17.83,17.547,17.514,0.769
10290,3,10.07,-1.21,0.53145,-1.028,3.668,4.811,14.0,0.038,0.0,21.341,20.777,19.911,19.37,19.266,0.531
10291,3,10.07,-1.21,0.67687,-0.459,3.744,4.648,14.0,0.038,0.0,19.917,19.398,18.775,18.407,18.35,0.677
