,#Gc,logAge,[M/H],m_ini,logL,logTe,logg,m-M0,Av,m2/m1,mbol,TESS,J,H,Ks,Mact
10292,3,10.07,-1.21,0.77457,-0.004,3.792,4.445,14.1,0.038,0.0,18.88,18.464,17.97,17.692,17.66,0.775
10293,3,10.07,-1.21,0.7651,-0.054,3.788,4.473,14.4,0.038,0.0,19.306,18.881,18.376,18.089,18.055,0.765
10294,3,10.07,-1.21,0.60404,-0.757,3.702,4.73,14.5,0.038,0.0,21.161,20.596,19.846,19.387,19.305,0.604
10295,3,10.07,-1.21,0.8258,0.339,3.808,4.192,14.5,0.038,0.0,18.422,18.04,17.589,17.344,17.316,0.826
10296,3,10.07,-1.21,0.81042,0.217,3.806,4.299,14.6,0.038,0.0,18.829,18.443,17.987,17.736,17.709,0.81
10297,3,10.07,-1.21,0.6481,-0.578,3.727,4.683,14.6,0.038,0.0,20.814,20.27,19.6,19.2,19.133,0.648
10298,3,10.07,-1.21,0.58792,-0.819,3.694,4.748,14.7,0.038,0.0,21.517,20.951,20.172,19.692,19.605,0.588
10299,3,10.07,-1.21,0.75973,-0.082,3.785,4.488,14.8,0.038,0.0,19.775,19.344,18.833,18.541,18.506,0.76
10300,3,10.07,-1.21,0.77527,-0.0,3.792,4.443,14.8,0.038,0.0,19.57,19.156,18.663,18.384,18.353,0.775
10301,3,10.07,-1.21,0.67009,-0.487,3.74,4.657,15.0,0.038,0.0,20.988,20.463,19.829,19.453,19.394,0.67
10302,3,10.07,-1.21,0.81236,0.23,3.806,4.289,15.1,0.038,0.0,19.294,18.91,18.455,18.206,18.178,0.812
10303,3,10.07,-1.21,0.71663,-0.288,3.764,4.585,15.3,0.038,0.0,20.79,20.312,19.745,19.416,19.37,0.717
10304,3,10.07,-1.21,0.86092,1.753,3.734,2.5,15.3,0.038,0.0,15.688,15.159,14.498,14.099,14.046,0.861
10305,3,10.07,-1.21,0.75354,-0.114,3.782,4.505,15.3,0.038,0.0,20.355,19.917,19.398,19.101,19.065,0.754
10306,3,10.07,-1.21,0.70421,-0.343,3.758,4.607,15.6,0.038,0.0,21.228,20.736,20.153,19.811,19.763,0.704
10307,3,10.07,-1.21,0.74917,-0.136,3.78,4.516,15.6,0.038,0.0,20.71,20.267,19.743,19.442,19.405,0.749
10308,3,10.07,-1.19,0.58713,-0.825,3.692,4.748,12.8,0.038,0.0,19.633,19.067,18.283,17.798,17.711,0.587
10309,3,10.07,-1.19,0.65362,-0.559,3.729,4.676,13.6,0.038,0.0,19.768,19.226,18.563,18.165,18.1,0.654
10310,3,10.07,-1.19,0.53787,-1.009,3.67,4.803,13.7,0.038,0.0,20.991,20.427,19.566,19.026,18.924,0.538
10311,3,10.07,-1.19,0.85283,0.709,3.736,3.549,14.1,0.038,0.0,17.097,16.577,15.923,15.526,15.472,0.853
10312,3,10.07,-1.19,0.54234,-0.993,3.671,4.797,14.2,0.038,0.0,21.452,20.887,20.032,19.495,19.394,0.542
10313,3,10.07,-1.19,0.63565,-0.632,3.719,4.696,14.2,0.038,0.0,20.551,19.998,19.303,18.882,18.811,0.636
10314,3,10.07,-1.19,0.66146,-0.527,3.734,4.667,14.3,0.038,0.0,20.388,19.853,19.202,18.813,18.751,0.661
10315,3,10.07,-1.19,0.6452,-0.594,3.725,4.686,14.8,0.038,0.0,21.054,20.505,19.827,19.42,19.352,0.645
10316,3,10.07,-1.19,0.82514,0.319,3.807,4.209,14.8,0.038,0.0,18.772,18.388,17.935,17.689,17.661,0.825
10317,3,10.07,-1.19,0.81916,0.269,3.807,4.255,14.9,0.038,0.0,18.996,18.612,18.159,17.911,17.884,0.819
10318,3,10.07,-1.19,0.61836,-0.702,3.709,4.714,15.0,0.038,0.0,21.526,20.966,20.238,19.795,19.717,0.618
10319,3,10.07,-1.19,0.85892,1.418,3.71,2.74,15.1,0.038,0.0,16.325,15.778,15.041,14.578,14.514,0.859
10320,3,10.07,-1.19,0.69977,-0.368,3.755,4.615,15.2,0.038,0.0,20.889,20.389,19.797,19.45,19.399,0.7
10321,3,10.07,-1.19,0.74133,-0.18,3.775,4.536,15.4,0.038,0.0,20.619,20.164,19.627,19.317,19.278,0.741
10322,3,10.07,-1.19,0.8086,0.194,3.804,4.314,15.4,0.038,0.0,19.685,19.295,18.834,18.58,18.552,0.809
10323,3,10.07,-1.17,0.35579,-1.547,3.628,4.993,12.8,0.038,0.0,21.436,20.878,19.891,19.315,19.169,0.356
10324,3,10.07,-1.17,0.68421,-0.438,3.745,4.638,13.3,0.038,0.0,19.164,18.646,18.028,17.662,17.606,0.684
10325,3,10.07,-1.17,0.69254,-0.403,3.75,4.626,13.9,0.038,0.0,19.677,19.166,18.561,18.205,18.152,0.693
10326,3,10.07,-1.17,0.6474,-0.589,3.725,4.682,14.0,0.038,0.0,20.242,19.693,19.015,18.607,18.54,0.647
10327,3,10.07,-1.17,0.60482,-0.761,3.7,4.728,14.1,0.038,0.0,20.772,20.205,19.449,18.983,18.901,0.605
10328,3,10.07,-1.17,0.78575,0.043,3.794,4.413,14.2,0.038,0.0,18.863,18.45,17.963,17.689,17.658,0.786
10329,3,10.07,-1.17,0.56113,-0.927,3.679,4.775,14.2,0.038,0.0,21.287,20.721,19.89,19.368,19.273,0.561
10330,3,10.07,-1.17,0.78004,0.01,3.792,4.434,14.3,0.038,0.0,19.044,18.626,18.133,17.855,17.823,0.78
10331,3,10.07,-1.17,0.57845,-0.862,3.687,4.756,14.5,0.038,0.0,21.424,20.858,20.055,19.555,19.465,0.578
10332,3,10.07,-1.17,0.70092,-0.368,3.754,4.613,14.5,0.038,0.0,20.19,19.687,19.094,18.745,18.694,0.701
10333,3,10.07,-1.17,0.58723,-0.828,3.691,4.747,14.6,0.038,0.0,21.441,20.875,20.087,19.598,19.51,0.587
10334,3,10.07,-1.17,0.80866,0.184,3.803,4.319,14.6,0.038,0.0,18.909,18.515,18.051,17.795,17.767,0.809
10335,3,10.07,-1.17,0.67054,-0.494,3.738,4.655,14.6,0.038,0.0,20.606,20.076,19.436,19.055,18.995,0.671
10336,3,10.07,-1.17,0.71128,-0.322,3.759,4.595,14.8,0.038,0.0,20.376,19.885,19.305,18.966,18.918,0.711
10337,3,10.07,-1.17,0.78839,0.058,3.795,4.404,14.8,0.038,0.0,19.426,19.015,18.53,18.258,18.228,0.788
10338,3,10.07,-1.17,0.67751,-0.466,3.742,4.647,14.9,0.038,0.0,20.834,20.31,19.681,19.308,19.25,0.678
10339,3,10.07,-1.17,0.77124,-0.037,3.788,4.461,14.9,0.038,0.0,19.762,19.335,18.832,18.546,18.513,0.771
10340,3,10.07,-1.17,0.78744,0.052,3.795,4.407,15.1,0.038,0.0,19.739,19.328,18.842,18.57,18.539,0.787
10341,3,10.07,-1.17,0.65775,-0.547,3.73,4.671,15.1,0.038,0.0,21.237,20.696,20.035,19.64,19.576,0.658
10342,3,10.07,-1.17,0.80714,0.174,3.802,4.326,15.5,0.038,0.0,19.835,19.44,18.974,18.717,18.689,0.807
10343,3,10.07,-1.17,0.79953,0.124,3.799,4.36,15.7,0.038,0.0,20.159,19.758,19.284,19.021,18.992,0.8
10344,3,10.07,-1.17,0.81045,0.196,3.803,4.31,16.1,0.038,0.0,20.379,19.987,19.524,19.27,19.242,0.81
10345,3,10.07,-1.13,0.36648,-1.52,3.629,4.982,12.7,0.038,0.0,21.269,20.712,19.726,19.146,19.002,0.366
10346,3,10.07,-1.13,0.36013,-1.537,3.628,4.988,12.9,0.038,0.0,21.513,20.955,19.966,19.387,19.242,0.36
10347,3,10.07,-1.13,0.6802,-0.464,3.741,4.643,13.8,0.038,0.0,19.729,19.203,18.571,18.195,18.138,0.68
10348,3,10.07,-1.13,0.58744,-0.834,3.689,4.745,14.0,0.038,0.0,20.856,20.29,19.494,18.998,18.91,0.587
10349,3,10.07,-1.13,0.52155,-1.073,3.662,4.821,14.1,0.038,0.0,21.552,20.991,20.102,19.542,19.435,0.522
10350,3,10.07,-1.13,0.63626,-0.642,3.716,4.693,14.2,0.038,0.0,20.575,20.019,19.312,18.882,18.81,0.636
10351,3,10.07,-1.13,0.53616,-1.022,3.667,4.803,14.2,0.038,0.0,21.526,20.963,20.091,19.541,19.438,0.536
10352,3,10.07,-1.13,0.73487,-0.227,3.769,4.553,14.2,0.038,0.0,19.539,19.066,18.512,18.19,18.148,0.735
10353,3,10.07,-1.13,0.67343,-0.492,3.737,4.651,14.5,0.038,0.0,20.499,19.967,19.324,18.941,18.881,0.673
10354,3,10.07,-1.13,0.71417,-0.32,3.758,4.591,14.6,0.038,0.0,20.17,19.676,19.094,18.753,18.705,0.714
10355,3,10.07,-1.13,0.84311,0.444,3.799,4.063,14.7,0.038,0.0,18.36,17.954,17.482,17.221,17.191,0.843
10356,3,10.07,-1.13,0.71179,-0.331,3.757,4.595,14.7,0.038,0.0,20.296,19.799,19.214,18.871,18.822,0.712
10357,3,10.07,-1.13,0.79834,0.099,3.797,4.374,14.9,0.038,0.0,19.422,19.012,18.532,18.264,18.234,0.798
10358,3,10.07,-1.13,0.73109,-0.245,3.767,4.56,15.1,0.038,0.0,20.482,20.005,19.446,19.121,19.077,0.731
10359,3,10.07,-1.13,0.80127,0.117,3.798,4.362,15.5,0.038,0.0,19.977,19.57,19.093,18.827,18.798,0.801
10360,3,10.07,-1.13,0.84386,0.452,3.798,4.052,17.0,0.038,0.0,20.64,20.233,19.758,19.496,19.466,0.844
10361,3,10.07,-1.11,0.71317,-0.33,3.757,4.593,13.4,0.038,0.0,18.994,18.495,17.909,17.565,17.516,0.713
10362,3,10.07,-1.11,0.59793,-0.799,3.693,4.732,14.0,0.038,0.0,20.767,20.2,19.418,18.93,18.845,0.598
10363,3,10.07,-1.11,0.74881,-0.168,3.774,4.524,14.4,0.038,0.0,19.591,19.129,18.59,18.279,18.24,0.749
10364,3,10.07,-1.11,0.77188,-0.055,3.785,4.466,14.5,0.038,0.0,19.406,18.969,18.458,18.167,18.132,0.772
10365,3,10.07,-1.11,0.72565,-0.275,3.763,4.571,14.7,0.038,0.0,20.157,19.671,19.102,18.77,18.724,0.726
10366,3,10.07,-1.11,0.72489,-0.278,3.763,4.573,14.7,0.038,0.0,20.166,19.679,19.109,18.776,18.73,0.725
10367,3,10.07,-1.11,0.86386,1.133,3.715,3.047,15.0,0.038,0.0,16.938,16.394,15.674,15.224,15.162,0.864
10368,3,10.07,-1.11,0.84354,0.431,3.799,4.076,15.0,0.038,0.0,18.692,18.286,17.813,17.553,17.523,0.844
10369,3,10.07,-1.11,0.819,0.224,3.803,4.284,15.2,0.038,0.0,19.41,19.013,18.55,18.295,18.266,0.819
10370,3,10.07,-1.11,0.73717,-0.223,3.769,4.549,15.2,0.038,0.0,20.527,20.053,19.499,19.178,19.135,0.737
10371,3,10.07,-1.11,0.8477,0.479,3.793,4.005,15.2,0.038,0.0,18.772,18.352,17.863,17.59,17.558,0.848
10372,3,10.07,-1.11,0.78417,0.01,3.79,4.429,15.3,0.038,0.0,20.045,19.62,19.122,18.842,18.809,0.784
10373,3,10.07,-1.11,0.70007,-0.386,3.75,4.616,15.5,0.038,0.0,21.236,20.722,20.119,19.763,19.71,0.7
10374,3,10.07,-1.11,0.74435,-0.189,3.772,4.534,15.5,0.038,0.0,20.744,20.277,19.732,19.418,19.377,0.744
10375,3,10.07,-1.09,0.3709,-1.51,3.628,4.977,12.9,0.038,0.0,21.445,20.888,19.901,19.318,19.175,0.371
10376,3,10.07,-1.09,0.80318,0.111,3.796,4.363,13.2,0.038,0.0,17.693,17.28,16.799,16.531,16.5,0.803
10377,3,10.07,-1.09,0.84863,0.47,3.793,4.015,13.7,0.038,0.0,17.294,16.873,16.385,16.112,16.08,0.849
10378,3,10.07,-1.09,0.51275,-1.108,3.657,4.831,13.7,0.038,0.0,21.24,20.68,19.776,19.205,19.095,0.513
10379,3,10.07,-1.09,0.5537,-0.966,3.672,4.781,13.9,0.038,0.0,21.086,20.522,19.665,19.121,19.023,0.554
10380,3,10.07,-1.09,0.54088,-1.011,3.667,4.796,14.0,0.038,0.0,21.298,20.736,19.863,19.31,19.208,0.541
10381,3,10.07,-1.09,0.83291,0.319,3.803,4.197,14.3,0.038,0.0,18.273,17.874,17.412,17.158,17.129,0.833
10382,3,10.07,-1.09,0.69869,-0.397,3.748,4.618,14.4,0.038,0.0,20.162,19.645,19.036,18.676,18.623,0.699
10383,3,10.07,-1.09,0.87021,1.741,3.726,2.486,14.5,0.038,0.0,14.918,14.375,13.692,13.274,13.218,0.87
10384,3,10.07,-1.09,0.6696,-0.516,3.732,4.655,14.6,0.038,0.0,20.66,20.12,19.464,19.07,19.008,0.67
10385,3,10.07,-1.09,0.85238,0.518,3.784,3.931,14.8,0.038,0.0,18.275,17.834,17.319,17.027,16.992,0.852
10386,3,10.07,-1.09,0.77037,-0.069,3.783,4.472,14.8,0.038,0.0,19.742,19.3,18.784,18.49,18.454,0.77
10387,3,10.07,-1.09,0.67139,-0.509,3.733,4.653,14.8,0.038,0.0,20.842,20.303,19.65,19.259,19.197,0.671
10388,3,10.07,-1.09,0.76291,-0.106,3.78,4.491,15.3,0.038,0.0,20.336,19.886,19.361,19.06,19.023,0.763
10389,3,10.07,-1.09,0.79783,0.078,3.794,4.384,15.4,0.038,0.0,19.974,19.556,19.07,18.798,18.767,0.798
10390,3,10.07,-1.07,0.55278,-0.973,3.671,4.781,13.0,0.038,0.0,20.201,19.638,18.776,18.229,18.13,0.553
10391,3,10.07,-1.07,0.48837,-1.189,3.65,4.86,13.4,0.038,0.0,21.142,20.584,19.655,19.069,18.953,0.488
10392,3,10.07,-1.07,0.49869,-1.158,3.652,4.848,13.5,0.038,0.0,21.164,20.607,19.685,19.102,18.989,0.499
10393,3,10.07,-1.07,0.5167,-1.097,3.658,4.826,13.6,0.038,0.0,21.112,20.553,19.65,19.078,18.969,0.517
10394,3,10.07,-1.07,0.6274,-0.689,3.707,4.7,13.9,0.038,0.0,20.394,19.831,19.095,18.642,18.566,0.627
10395,3,10.07,-1.07,0.67039,-0.517,3.731,4.653,14.5,0.038,0.0,20.563,20.021,19.363,18.967,18.905,0.67
10396,3,10.07,-1.07,0.80175,0.093,3.794,4.372,14.5,0.038,0.0,19.037,18.618,18.134,17.862,17.831,0.802
10397,3,10.07,-1.07,0.84727,0.435,3.797,4.064,14.7,0.038,0.0,18.381,17.967,17.489,17.224,17.193,0.847
10398,3,10.07,-1.07,0.85658,0.549,3.769,3.842,14.7,0.038,0.0,18.097,17.625,17.069,16.746,16.706,0.857
10399,3,10.07,-1.07,0.77586,-0.048,3.784,4.459,14.7,0.038,0.0,19.591,19.15,18.637,18.346,18.311,0.776
10400,3,10.07,-1.07,0.76523,-0.101,3.779,4.487,15.1,0.038,0.0,20.124,19.672,19.147,18.846,18.809,0.765
10401,3,10.07,-1.07,0.71304,-0.341,3.754,4.594,15.1,0.038,0.0,20.721,20.215,19.623,19.274,19.225,0.713
10402,3,10.07,-1.07,0.73488,-0.244,3.765,4.555,15.5,0.038,0.0,20.881,20.398,19.835,19.507,19.463,0.735
10403,3,10.07,-1.07,0.79412,0.049,3.792,4.401,15.6,0.038,0.0,20.247,19.822,19.329,19.052,19.02,0.794
10404,3,10.07,-1.07,0.76573,-0.099,3.78,4.486,16.0,0.038,0.0,21.017,20.566,20.042,19.741,19.705,0.766
10405,3,10.07,-1.07,0.86012,0.608,3.742,3.679,17.1,0.038,0.0,20.349,19.832,19.2,18.818,18.767,0.86
10406,3,10.07,-1.05,0.69448,-0.424,3.743,4.623,13.1,0.038,0.0,18.929,18.404,17.781,17.411,17.356,0.694
10407,3,10.07,-1.05,0.539,-1.023,3.665,4.798,13.2,0.038,0.0,20.528,19.967,19.085,18.525,18.422,0.539
10408,3,10.07,-1.05,0.72495,-0.294,3.759,4.574,14.1,0.038,0.0,19.605,19.108,18.529,18.189,18.143,0.725
10409,3,10.07,-1.05,0.61351,-0.748,3.698,4.713,14.1,0.038,0.0,20.741,20.174,19.408,18.931,18.85,0.614
10410,3,10.07,-1.05,0.67888,-0.487,3.735,4.643,14.2,0.038,0.0,20.189,19.651,19.003,18.615,18.555,0.679
10411,3,10.07,-1.05,0.64691,-0.616,3.717,4.679,14.3,0.038,0.0,20.609,20.053,19.349,18.919,18.85,0.647
10412,3,10.07,-1.05,0.65898,-0.568,3.724,4.666,14.3,0.038,0.0,20.489,19.937,19.256,18.843,18.777,0.659
10413,3,10.07,-1.05,0.65905,-0.567,3.724,4.666,14.8,0.038,0.0,20.988,20.436,19.755,19.342,19.276,0.659
10414,3,10.07,-1.05,0.67834,-0.49,3.735,4.644,14.8,0.038,0.0,20.794,20.256,19.608,19.218,19.158,0.678
10415,3,10.07,-1.05,0.79378,0.04,3.79,4.405,15.1,0.038,0.0,19.771,19.343,18.847,18.568,18.535,0.794
10416,3,10.07,-1.05,0.6675,-0.533,3.729,4.656,15.1,0.038,0.0,21.203,20.657,19.99,19.588,19.525,0.667
10417,3,10.07,-1.05,0.83433,0.305,3.801,4.206,15.2,0.038,0.0,19.208,18.804,18.338,18.082,18.053,0.834
10418,3,10.07,-1.05,0.84545,0.401,3.798,4.104,15.3,0.038,0.0,19.068,18.657,18.184,17.923,17.892,0.845
10419,3,10.07,-1.05,0.76464,-0.111,3.778,4.491,15.3,0.038,0.0,20.347,19.891,19.362,19.059,19.022,0.765
10420,3,10.07,-1.03,0.78805,0.001,3.787,4.428,12.5,0.038,0.0,17.268,16.832,16.327,16.042,16.008,0.788
10421,3,10.07,-1.03,0.40677,-1.418,3.632,4.94,13.1,0.038,0.0,21.415,20.859,19.88,19.291,19.155,0.407
10422,3,10.07,-1.03,0.47465,-1.234,3.645,4.875,13.6,0.038,0.0,21.454,20.898,19.955,19.365,19.246,0.475
10423,3,10.07,-1.03,0.52571,-1.071,3.66,4.814,14.0,0.038,0.0,21.447,20.888,19.989,19.417,19.311,0.526
10424,3,10.07,-1.03,0.84806,0.41,3.797,4.089,14.4,0.038,0.0,18.144,17.728,17.25,16.985,16.954,0.848
10425,3,10.07,-1.03,0.79994,0.065,3.791,4.388,14.5,0.038,0.0,19.107,18.68,18.188,17.911,17.879,0.8
10426,3,10.07,-1.03,0.80076,0.07,3.792,4.384,14.7,0.038,0.0,19.295,18.868,18.377,18.101,18.069,0.801
10427,3,10.07,-1.03,0.61666,-0.74,3.699,4.709,14.8,0.038,0.0,21.419,20.852,20.088,19.611,19.532,0.617
10428,3,10.07,-1.03,0.65767,-0.577,3.722,4.667,14.9,0.038,0.0,21.113,20.559,19.871,19.453,19.386,0.658
10429,3,10.07,-1.03,0.63531,-0.666,3.709,4.69,15.0,0.038,0.0,21.435,20.873,20.144,19.694,19.62,0.635
10430,3,10.07,-1.03,0.77198,-0.081,3.78,4.473,15.0,0.038,0.0,19.973,19.52,18.998,18.699,18.663,0.772
10431,3,10.07,-1.03,0.75009,-0.186,3.77,4.526,15.1,0.038,0.0,20.336,19.862,19.312,18.994,18.953,0.75
10432,3,10.07,-1.03,0.7697,-0.092,3.779,4.479,15.7,0.038,0.0,20.701,20.246,19.721,19.42,19.383,0.77
10433,3,10.07,-1.03,0.76335,-0.124,3.776,4.496,16.2,0.038,0.0,21.28,20.818,20.285,19.979,19.941,0.763
10434,3,10.07,-1.01,0.23249,-1.919,3.603,5.082,10.2,0.035,0.0,19.768,19.214,18.152,17.582,17.418,0.232
10435,3,10.07,-1.01,0.5557,-0.97,3.669,4.776,12.7,0.038,0.0,19.896,19.334,18.466,17.911,17.814,0.556
10436,3,10.07,-1.01,0.66407,-0.556,3.724,4.659,13.8,0.038,0.0,19.959,19.406,18.726,18.314,18.249,0.664
10437,3,10.07,-1.01,0.7906,0.007,3.787,4.423,14.2,0.038,0.0,18.953,18.515,18.01,17.725,17.691,0.791
10438,3,10.07,-1.01,0.86918,0.847,3.718,3.35,14.4,0.038,0.0,17.054,16.508,15.801,15.361,15.3,0.869
10439,3,10.07,-1.01,0.56251,-0.945,3.672,4.769,14.4,0.038,0.0,21.534,20.971,20.113,19.564,19.469,0.563
10440,3,10.07,-1.01,0.71719,-0.338,3.753,4.588,14.8,0.038,0.0,20.415,19.903,19.307,18.956,18.906,0.717
10441,3,10.07,-1.01,0.76106,-0.142,3.774,4.503,15.3,0.038,0.0,20.424,19.957,19.418,19.108,19.069,0.761
10442,3,10.07,-1.01,0.84146,0.337,3.799,4.17,15.9,0.038,0.0,19.829,19.418,18.947,18.688,18.658,0.841
10443,3,10.07,-0.97,0.74566,-0.224,3.764,4.539,13.4,0.038,0.0,18.73,18.241,17.677,17.349,17.305,0.746
10444,3,10.07,-0.97,0.64652,-0.633,3.712,4.676,14.1,0.038,0.0,20.454,19.892,19.172,18.727,18.656,0.647
10445,3,10.07,-0.97,0.56573,-0.94,3.672,4.764,14.3,0.038,0.0,21.419,20.857,19.996,19.445,19.35,0.566
10446,3,10.07,-0.97,0.68573,-0.478,3.734,4.633,14.7,0.038,0.0,20.665,20.123,19.472,19.08,19.021,0.686
10447,3,10.07,-0.97,0.76141,-0.152,3.772,4.505,14.7,0.038,0.0,19.85,19.376,18.832,18.518,18.478,0.761
10448,3,10.07,-0.97,0.68324,-0.488,3.732,4.636,14.8,0.038,0.0,20.79,20.246,19.591,19.196,19.136,0.683
10449,3,10.07,-0.97,0.64291,-0.648,3.71,4.68,15.0,0.038,0.0,21.389,20.827,20.099,19.65,19.577,0.643
10450,3,10.07,-0.93,0.70637,-0.403,3.743,4.606,13.1,0.038,0.0,18.878,18.347,17.722,17.349,17.294,0.706
10451,3,10.07,-0.93,0.46862,-1.261,3.641,4.88,13.3,0.038,0.0,21.222,20.668,19.711,19.112,18.991,0.469
10452,3,10.07,-0.93,0.61485,-0.765,3.692,4.706,13.5,0.038,0.0,20.183,19.615,18.826,18.327,18.246,0.615
10453,3,10.07,-0.93,0.60467,-0.805,3.687,4.716,14.3,0.038,0.0,21.082,20.516,19.706,19.192,19.107,0.605
10454,3,10.07,-0.93,0.81923,0.138,3.793,4.33,14.4,0.038,0.0,18.825,18.394,17.907,17.634,17.603,0.819
10455,3,10.07,-0.93,0.65763,-0.598,3.716,4.663,14.5,0.038,0.0,20.765,20.205,19.496,19.061,18.992,0.658
10456,3,10.07,-0.93,0.86078,0.457,3.785,4.001,14.5,0.038,0.0,18.129,17.68,17.171,16.884,16.849,0.861
10457,3,10.07,-0.93,0.63782,-0.676,3.705,4.683,14.6,0.038,0.0,21.059,20.492,19.747,19.283,19.209,0.638
10458,3,10.07,-0.93,0.88192,2.385,3.652,1.551,15.1,0.038,0.0,13.907,13.376,12.417,11.774,11.68,0.882
10459,3,10.07,-0.93,0.8489,0.344,3.796,4.153,15.6,0.038,0.0,19.511,19.087,18.609,18.345,18.314,0.849
10460,3,10.07,-0.91,0.8884,1.011,4.786,7.317,12.7,0.038,0.0,14.943,19.963,20.394,20.543,20.635,0.629
10461,3,10.07,-0.91,0.67939,-0.516,3.727,4.639,13.8,0.038,0.0,19.861,19.307,18.635,18.227,18.164,0.679
10462,3,10.07,-0.91,0.79575,-0.003,3.783,4.42,14.0,0.038,0.0,18.778,18.324,17.812,17.521,17.486,0.796
10463,3,10.07,-0.91,0.58023,-0.897,3.675,4.744,14.1,0.038,0.0,21.113,20.548,19.697,19.15,19.059,0.58
10464,3,10.07,-0.91,0.84274,0.285,3.795,4.207,14.5,0.038,0.0,18.559,18.132,17.654,17.388,17.357,0.843
10465,3,10.07,-0.91,0.79463,-0.009,3.783,4.424,14.6,0.038,0.0,19.393,18.938,18.424,18.133,18.098,0.795
10466,3,10.07,-0.91,0.67308,-0.541,3.723,4.646,14.6,0.038,0.0,20.723,20.166,19.483,19.066,19.002,0.673
10467,3,10.07,-0.91,0.66537,-0.572,3.719,4.654,14.7,0.038,0.0,20.899,20.34,19.642,19.215,19.148,0.665
10468,3,10.07,-0.91,0.79427,-0.011,3.783,4.425,14.9,0.038,0.0,19.697,19.242,18.728,18.436,18.401,0.794
10469,3,10.07,-0.91,0.8046,0.043,3.786,4.391,15.4,0.038,0.0,20.062,19.615,19.111,18.827,18.793,0.805
10470,3,10.07,-0.89,0.45608,-1.301,3.637,4.894,13.4,0.038,0.0,21.423,20.87,19.9,19.299,19.174,0.456
10471,3,10.07,-0.89,0.74959,-0.229,3.762,4.534,13.4,0.038,0.0,18.742,18.243,17.672,17.339,17.294,0.75
10472,3,10.07,-0.89,0.62498,-0.733,3.695,4.694,13.5,0.038,0.0,20.103,19.534,18.756,18.266,18.187,0.625
10473,3,10.07,-0.89,0.82369,0.147,3.792,4.32,13.7,0.038,0.0,18.102,17.666,17.178,16.905,16.873,0.824
10474,3,10.07,-0.89,0.57837,-0.907,3.673,4.746,14.2,0.038,0.0,21.237,20.673,19.816,19.264,19.172,0.578
10475,3,10.07,-0.89,0.77035,-0.134,3.771,4.49,14.2,0.038,0.0,19.306,18.825,18.281,17.967,17.927,0.77
10476,3,10.07,-0.89,0.68305,-0.506,3.727,4.635,14.3,0.038,0.0,20.336,19.783,19.113,18.706,18.644,0.683
10477,3,10.07,-0.89,0.83674,0.229,3.795,4.256,14.6,0.038,0.0,18.797,18.367,17.887,17.62,17.589,0.837
10478,3,10.07,-0.89,0.73385,-0.297,3.754,4.563,14.8,0.038,0.0,20.313,19.798,19.207,18.858,18.81,0.734
10479,3,10.07,-0.89,0.63766,-0.684,3.702,4.682,14.8,0.038,0.0,21.28,20.711,19.958,19.487,19.412,0.638
10480,3,10.07,-0.89,0.85608,0.378,3.792,4.105,14.9,0.038,0.0,18.724,18.288,17.8,17.528,17.495,0.856
10481,3,10.07,-0.89,0.6911,-0.474,3.732,4.626,15.4,0.038,0.0,21.356,20.809,20.152,19.756,19.696,0.691
10482,3,10.07,-0.89,0.86679,0.485,3.775,3.935,15.5,0.038,0.0,19.057,18.584,18.048,17.741,17.704,0.867
10483,3,10.07,-0.89,0.81183,0.077,3.788,4.368,15.9,0.038,0.0,20.478,20.033,19.534,19.253,19.219,0.812
10484,3,10.07,-0.89,0.83355,0.209,3.794,4.273,16.1,0.038,0.0,20.349,19.918,19.436,19.168,19.137,0.834
10485,3,10.07,-0.85,0.55074,-1.011,3.66,4.778,13.9,0.038,0.0,21.197,20.639,19.738,19.156,19.055,0.551
10486,3,10.07,-0.85,0.61538,-0.778,3.688,4.702,14.3,0.038,0.0,21.014,20.446,19.641,19.128,19.045,0.615
10487,3,10.07,-0.85,0.63368,-0.707,3.698,4.684,14.7,0.038,0.0,21.237,20.667,19.898,19.413,19.337,0.634
10488,3,10.07,-0.85,0.73051,-0.322,3.75,4.569,15.1,0.038,0.0,20.674,20.149,19.547,19.191,19.141,0.731
10489,3,10.07,-0.85,0.86032,0.387,3.789,4.087,17.2,0.038,0.0,21.003,20.558,20.063,19.786,19.752,0.86
10490,3,10.07,-0.83,0.66607,-0.586,3.714,4.651,13.8,0.038,0.0,20.034,19.47,18.757,18.317,18.249,0.666
10491,3,10.07,-0.83,0.5408,-1.046,3.657,4.79,13.9,0.038,0.0,21.285,20.729,19.815,19.224,19.121,0.541
10492,3,10.07,-0.83,0.77217,-0.144,3.769,4.49,14.4,0.038,0.0,19.531,19.041,18.491,18.172,18.131,0.772
10493,3,10.07,-0.83,0.86716,0.435,3.781,4.011,14.5,0.038,0.0,18.182,17.719,17.202,16.91,16.874,0.867
10494,3,10.07,-0.83,0.66288,-0.598,3.713,4.654,14.5,0.038,0.0,20.765,20.2,19.481,19.036,18.968,0.663
10495,3,10.07,-0.83,0.71206,-0.403,3.739,4.598,14.6,0.038,0.0,20.379,19.839,19.205,18.825,18.77,0.712
10496,3,10.07,-0.83,0.87672,0.529,3.739,3.753,14.6,0.038,0.0,18.047,17.513,16.874,16.487,16.436,0.877
